INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
40006986	4	0	6	986	春暖花开礼包	1	使用后可选择领取#Y春暖神器宝箱#l、#Y春暖经脉宝箱#l、#Y春暖绶印宝箱#l、#Y春暖武魂宝箱#l、#Y春暖龙纹宝箱#l、#Y春暖锻铸宝箱#l中任意一种宝箱。#r#G每种宝箱开启后立即可获得300绑定元宝和一个可连续领取7天，每天可获得一定材料的福袋。#r2019年3月13日-20日期间登陆即可在邮件中领取。	1	50371	999	701038	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40006987	4	0	6	987	春暖神器宝箱	1	使用后立即获得#Y300绑定元宝#l和1个#Y吉瑞神器福袋#l。#r#G吉瑞神器福袋每天可使用一次，共计可使用7次，每次可领取15个五色神石。	1	50370	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40006988	4	0	6	988	春暖经脉宝箱	1	使用后立即获得#Y300绑定元宝#l和1个#Y吉瑞经脉福袋#l。#r#G吉瑞经脉福袋每天可使用一次，共计可使用7次，每次可领取5个潜能果。	1	50370	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40006989	4	0	6	989	春暖绶印宝箱	1	使用后立即获得#Y300绑定元宝#l和1个#Y吉瑞绶印福袋#l。#r#G吉瑞绶印福袋每天可使用一次，共计可使用7次，每次可领取3个翡翠心精。	1	50370	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40006990	4	0	6	990	春暖武魂宝箱	1	使用后立即获得#Y300绑定元宝#l和1个#Y吉瑞武魂福袋#l。#r#G吉瑞武魂福袋每天可使用一次，共计可使用7次，每次可领取20个灵魂碎片·青。	1	50370	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40006991	4	0	6	991	春暖龙纹宝箱	1	使用后立即获得#Y300绑定元宝#l和1个#Y吉瑞龙纹福袋#l。#r#G吉瑞龙纹福袋每天可使用一次，共计可使用7次，每次可领取1个铸纹血玉和5个龙元珀。	1	50370	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40006992	4	0	6	992	春暖锻铸宝箱	1	使用后立即获得#Y300绑定元宝#l和1个#Y吉瑞锻铸福袋#l。#r#G吉瑞锻铸福袋每天可使用一次，共计可使用7次，每次可领取5个1级精金石。	1	50370	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40006993	4	0	6	993	圣兽山秘宝	1	使用后有概率获得#Y新莽神符#l、#Y蓝田玉令#l、#Y至尊强化精华#l、#Y神秘钥匙#l、#Y润魂石#l、#Y1级精金石#l、#Y紫髓玉令#l。	1	50354	999	701002	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	0
40006994	4	0	6	994	新版豪礼(2日)	1	礼包内含#Y武魂灵魂宝匣x3#l#r#G在新版本送豪礼活动中，累计签到2次后可获得。	1	50005	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40006995	4	0	6	995	新版豪礼(4日)	1	礼包内含#Y润魂石x5#l和#Y50绑定元宝#l#r#G在新版本送豪礼活动中，累计签到4次后可获得。	1	50005	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40006996	4	0	6	996	新版豪礼(5日)	1	礼包内含#Y谢公笺x2#l、#Y九天灵珀x1#l和1个#Y真武秘典·上#l#r#G在新版本送豪礼活动中，累计签到5次后可获得。#r在新版本更新后方可使用。	1	50006	999	701002	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	0
40006997	4	0	6	997	精力充沛	70	开启家园筵席后得到的奖励，使用后可以增加家园内生产效率#Y240%#l，持续#Y24小时#l。	1	65290	1	701047	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	0
#4007001起 各种道具																												
40007001	4	0	7	1	100银两	1	使用之后可以获得#Y100银两#l。	1	50030	999	701005	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	1
40007002	4	0	7	2	一千银两	1	使用之后可以获得#Y1000银两#l。	1	50030	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007003	4	0	7	3	五千银两	1	使用之后可以获得#Y5000银两#l。	1	50030	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007004	4	0	7	4	1万银两	1	使用之后可以获得#Y1万银两#l。	1	50030	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007005	4	0	7	5	5万银两	1	使用之后可以获得#Y5万银两#l。	1	50030	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007006	4	0	7	6	10万银两	1	使用之后可以获得#Y10万银两#l。	1	50030	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007007	4	0	7	7	100铜钱	1	使用之后可以获得#Y100铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	1
40007008	4	0	7	8	一千铜钱	1	使用之后可以获得#Y1000铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	1	1	0	0	-1	-1	8	-1	1	1
40007009	4	0	7	9	1万铜钱	1	使用之后可以获得#Y1万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	1
40007010	4	0	7	10	5万铜钱	1	使用之后可以获得#Y5万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	1
40007011	4	0	7	11	10万铜钱	1	使用之后可以获得#Y10万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007012	4	0	7	12	15万铜钱	1	使用之后可以获得#Y15万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007013	4	0	7	13	20万铜钱	1	使用之后可以获得#Y20万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007014	4	0	7	14	25万铜钱	1	使用之后可以获得#Y25万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007015	4	0	7	15	30万铜钱	1	使用之后可以获得#Y30万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007016	4	0	7	16	35万铜钱	1	使用之后可以获得#Y35万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007017	4	0	7	17	40万铜钱	1	使用之后可以获得#Y40万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007018	4	0	7	18	45万铜钱	1	使用之后可以获得#Y45万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007019	4	0	7	19	50万铜钱	1	使用之后可以获得#Y50万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007020	4	0	7	20	60万铜钱	1	使用之后可以获得#Y60万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007021	4	0	7	21	70万铜钱	1	使用之后可以获得#Y70万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007022	4	0	7	22	80万铜钱	1	使用之后可以获得#Y80万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007023	4	0	7	23	90万铜钱	1	使用之后可以获得#Y90万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007024	4	0	7	24	100万铜钱	1	使用之后可以获得#Y100万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007030	4	0	7	30	10积分	1	使用之后可以获得#Y10积分#l。#r#G使用积分可在背包-属性-代币-积分使用界面中兑换随机宝物。	1	50192	999	701005	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	1
40007031	4	0	7	31	20积分	1	使用之后可以获得#Y20积分#l。#r#G使用积分可在背包-属性-代币-积分使用界面中兑换随机宝物。	1	50192	999	701005	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	1
40007032	4	0	7	32	30积分	1	使用之后可以获得#Y30积分#l。#r#G使用积分可在背包-属性-代币-积分使用界面中兑换随机宝物。	1	50192	999	701005	1	-1	0	1	-1	-1	1	1	1	0	0	-1	-1	8	-1	1	1
40007033	4	0	7	33	40积分	1	使用之后可以获得#Y40积分#l。#r#G使用积分可在背包-属性-代币-积分使用界面中兑换随机宝物。	1	50192	999	701005	1	-1	0	1	-1	-1	1	1	1	0	0	-1	-1	8	-1	1	1
40007034	4	0	7	34	50积分	1	使用之后可以获得#Y50积分#l。#r#G使用积分可在背包-属性-代币-积分使用界面中兑换随机宝物。	1	50192	999	701005	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	1
40007035	4	0	7	35	60积分	1	使用之后可以获得#Y60积分#l。#r#G使用积分可在背包-属性-代币-积分使用界面中兑换随机宝物。	1	50192	999	701005	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	1
40007036	4	0	7	36	70积分	1	使用之后可以获得#Y70积分#l。#r#G使用积分可在背包-属性-代币-积分使用界面中兑换随机宝物。	1	50192	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007037	4	0	7	37	80积分	1	使用之后可以获得#Y80积分#l。#r#G使用积分可在背包-属性-代币-积分使用界面中兑换随机宝物。	1	50192	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007038	4	0	7	38	90积分	1	使用之后可以获得#Y90积分#l。#r#G使用积分可在背包-属性-代币-积分使用界面中兑换随机宝物。	1	50192	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007039	4	0	7	39	100积分	1	使用之后可以获得#Y100积分#l。#r#G使用积分可在背包-属性-代币-积分使用界面中兑换随机宝物。	1	50192	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007040	4	0	7	40	5积分	1	使用之后可以获得#Y5积分#l。#r#G使用积分可在背包-属性-代币-积分使用界面中兑换随机宝物。	1	50192	999	701005	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	1
40007041	4	0	7	41	15积分	1	使用之后可以获得#Y15积分#l。#r#G使用积分可在背包-属性-代币-积分使用界面中兑换随机宝物。	1	50192	999	701005	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	1
40007042	4	0	7	42	25积分	1	使用之后可以获得#Y25积分#l。#r#G使用积分可在背包-属性-代币-积分使用界面中兑换随机宝物。	1	50192	999	701005	1	-1	0	1	-1	-1	1	1	1	0	0	-1	-1	8	-1	1	1
40007050	4	0	7	50	天灵丹	25	使用后获得#G2倍#l储备经验，储备经验在杀怪时会等比转化为人物经验，每日24点增加#G3#l次使用次数，最多可累积#G9#l次。	1	50012	999	900132	1	-1	0	1	-1	-1	6	2	1	0	0	-1	-1	8	5	1	1
40007051	4	0	7	51	玄灵丹	30	使用之后可获得#G2小时#l的双倍时间，杀怪获得的人物经验变为正常的#G2倍#l，与天灵丹同时使用可获得4倍效果。	1	50042	999	-1	1	-1	0	1	-1	-1	-1	3	1	0	0	-1	-1	8	-1	1	1
40007052	4	0	7	52	灵兽精元	1	相传为九天灵兽的精元所化，极为稀有，使用后可为出战珍兽增加#G{0}万#l点经验。	1	53106	1	701013	1	-1	0	0	-1	-1	-1	3	0	0	550000	-1	-1	8	278	1	1
40007053	4	0	7	53	老虎珍兽蛋	45	使用后可以获得珍兽#Y老虎宝宝#l一只。#r#G（珍兽类型：外功型）#r#G（携带等级：45级）	1	53101	999	300027	1	-1	0	1	-1	6	5	2	1	0	0	-1	-1	8	-1	1	0
40007054	4	0	7	54	紫色打造礼包	60	使用后可以获得#Y60级生活打造材料、打造符和打造图#l。	1	50005	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007055	4	0	7	55	橙色打造礼包	70	使用后可以获得#Y70级生活打造材料、打造符和打造图#l。	1	50006	999	701002	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	0
40007056	4	0	7	56	龙魂元神精魄	45	"上古龙魂的生命精气凝聚而成，使用后可以获得#G5#l-#G15#l个龙魂元神。龙魂元神可用于召唤神兽：#Y太古龙魂#l，也可作为神兽太古龙魂的觉醒材料。#r#G达到45级并集齐100颗，可前往洛阳（152,113）太古龙魂处召唤此神兽。每位侠士仅可拥有1只太古龙魂。"	-1	53114	999	701002	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	0
40007057	4	0	7	57	高级帮贡令牌	1	使用后可以获得#Y100帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007058	4	0	7	58	地灵丹	10	使用后可为出战珍兽获得#Y4倍#l储备经验，储备经验在杀怪时会等比转化为珍兽经验。	1	50001	999	900136	1	-1	0	1	-1	-1	6	2	1	0	0	-1	-1	8	-1	1	1
40007059	4	0	7	59	英雄馈礼	1	使用后随机获得#Y英雄·花#l、#Y英雄·茶#l、#Y英雄·酒#l、#Y英雄·诗#l中的一种，英雄·花、茶、诗、酒可以提升结交英雄的好感度。	1	21016	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007060	4	0	7	60	1万铜钱	1	使用之后可以获得#Y1万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	1
40007061	4	0	7	61	2万4千铜钱	1	使用之后可以获得#Y2万4千铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	1	1	0	0	-1	-1	8	-1	1	1
40007062	4	0	7	62	4万8千铜钱	1	使用之后可以获得#Y4万8千铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	1
40007063	4	0	7	63	8万铜钱	1	使用之后可以获得#Y8万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	1
40007064	4	0	7	64	15万铜钱	1	使用之后可以获得#Y15万铜钱#l。	1	50029	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007065	4	0	7	65	帮贡令牌	1	使用后可以获得#Y20帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	0	1	0	0	-1	-1	8	-1	1	1
40007066	4	0	7	66	帮贡令牌	1	使用后可以获得#Y50帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	1	1	0	0	-1	-1	8	-1	1	1
40007067	4	0	7	67	帮贡令牌	1	使用后可以获得#Y100帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	1
40007068	4	0	7	68	帮贡令牌	1	使用后可以获得#Y160帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	1
40007069	4	0	7	69	帮贡令牌	1	使用后可以获得#Y300帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007070	4	0	7	70	灵兽精元	1	相传为九天灵兽的精元所化，极为稀有，使用后可为出战珍兽增加#Y{0}万#l点经验。	1	53106	1	701013	1	-1	0	0	-1	-1	-1	3	0	0	900000	-1	-1	8	278	1	1
40007071	4	0	7	71	灵兽精元	1	相传为九天灵兽的精元所化，极为稀有，使用后可为出战珍兽增加#Y{0}万#l点经验。	1	53106	1	701013	1	-1	0	0	-1	-1	-1	3	0	0	1900000	-1	-1	8	278	1	1
40007072	4	0	7	72	剧情互助礼包	1	感谢少侠帮助他人完成剧情挑战！打开可获得#Y10万铜钱#l、#Y英雄谱培养道具#l、#Y空间赠礼#l等奖励。	1	50005	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007073	4	0	7	73	妖虎元神精魄	65	"九黎妖虎的生命精气凝聚而成，使用后可以获得#G5#l-#G15#l个妖虎元神。妖虎元神可用于召唤神兽：#Y九黎妖虎#l，也可作为神兽九黎妖虎的觉醒材料。#r#G达到65级并集齐100颗，可前往洛阳（168,115）九黎妖虎处召唤此神兽。每位侠士仅可拥有1只九黎妖虎。"	-1	53113	999	701002	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	0
40007074	4	0	7	74	600绑定元宝	1	使用之后可以获得#Y600绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007075	4	0	7	75	700绑定元宝	1	使用之后可以获得#Y700绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007076	4	0	7	76	800绑定元宝	1	使用之后可以获得#Y800绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007077	4	0	7	77	900绑定元宝	1	使用之后可以获得#Y900绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007078	4	0	7	78	1000绑定元宝	1	使用之后可以获得#Y1000绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007079	4	0	7	79	1200绑定元宝	1	使用之后可以获得#Y1200绑定元宝#l。	1	50031	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007080	4	0	7	80	更名帖	1	易名换姓，仍自逍遥。#r#Y使用后即可获得一次更名的机会#l。	1	50022	1	900138	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	303	1	1
#雾影寻踪道具ID不可变更，内网脚本中有配置，新增或改动请联系相关功能负责人！																												
40007081	4	0	7	81	雾影寻踪	1	拥有寻踪遁地功能的神奇之物，在聊天、社交界面内，点击角色信息后可迅速到达目标附近。#r#G剩余使用次数#G{0}#l次。	1	50041	1	-1	1	-1	0	1	-1	-1	-1	3	0	0	100	-1	-1	8	302	1	1
40007083	4	0	7	83	英雄令	40	有我坐镇，天下英雄谁敌手？#r#G点击使用此信物可自动前往苏州许愿树许愿获得许愿果，与拥有相同信物的大侠组队许愿，可获得更多的许愿果。	-1	50048	999	-1	1	-1	0	1	-1	-1	-1	3	1	0	0	-1	-1	8	-1	1	0
40007084	4	0	7	84	平安符	40	惟愿父母安康，家和万事兴。#r#G点击使用此信物可自动前往苏州许愿树许愿获得许愿果，与拥有相同信物的大侠组队许愿，可获得更多的许愿果。	-1	50046	999	-1	1	-1	0	1	-1	-1	-1	3	1	0	0	-1	-1	8	-1	1	0
40007085	4	0	7	85	情缘灯	40	龙灯花鼓夜，长剑走天涯。#r#G点击使用此信物可自动前往苏州许愿树许愿获得许愿果，与拥有相同信物的大侠组队许愿，可获得更多的许愿果。	-1	50047	999	-1	1	-1	0	1	-1	-1	-1	3	1	0	0	-1	-1	8	-1	1	0
40007086	4	0	7	86	结义酒	40	一杯结义酒，永世兄弟情。#r#G点击使用此信物可自动前往苏州许愿树许愿获得许愿果，与拥有信物的大侠组队许愿，可获得更多的许愿果。如果队伍中有结拜关系，可以额外获得10个许愿果。	-1	50045	999	-1	1	-1	0	1	-1	-1	-1	3	1	0	0	-1	-1	8	-1	1	0
40007087	4	0	7	87	家国志	40	四十年来家国，三千里地山河。#r#G点击使用此信物可自动前往苏州许愿树许愿获得许愿果，与拥有相同信物的大侠组队许愿，可获得更多的许愿果。	-1	50044	999	-1	1	-1	0	1	-1	-1	-1	3	1	0	0	-1	-1	8	-1	1	0
40007088	4	0	7	88	神秘信物	40	完成家国天下任务后，可从以下许愿信物中随机获得1个：#Y英雄令、平安符、情缘灯、结义酒、家国志#l。与拥有相同信物的大侠在苏州许愿树组队许愿，可获得多个许愿果。	-1	58024	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007089	4	0	7	89	贺礼·连枝比翼	38	使用后可获得结婚#G30天#l的纪念日奖励。#r#Y“在天愿作比翼鸟，在地愿为连理枝。”	-1	58024	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007090	4	0	7	90	贺礼·琴瑟之好	38	使用后可获得结婚#G60天#l的纪念日奖励。#r#Y“琴瑟和鸣奏佳音，鸳鸯比翼度华春。”	-1	58024	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007091	4	0	7	91	贺礼·伉俪情深	38	使用后可获得结婚#G100天#l的纪念日奖励。#r#Y“结发为夫妻，恩爱两不疑。”	-1	58024	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007092	4	0	7	92	贺礼·鸾凤和鸣	38	"使用后可获得结婚#G150天#l的纪念日奖励。#r#Y“鸾凤和鸣昌百世,鸳鸯合唱庆三多。”"	-1	58024	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007093	4	0	7	93	贺礼·真情绕指	38	使用后可获得结婚#G220天#l的纪念日奖励。#r#Y“真情绕指钢亦柔。”	-1	58024	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007094	4	0	7	94	贺礼·白首偕老	38	使用后可获得结婚#G300天#l的纪念日奖励。#r#Y“执子之手，与子偕老。”	-1	58024	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007095	4	0	7	95	贺礼·情比金坚	38	"使用后可获得结婚#G365天#l的纪念日奖励。#r#Y“情坚金石,终始不改。”"	-1	58024	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007096	4	0	7	96	许愿果	40	与拥有相同信物的大侠在苏州许愿树组队许愿，可获得多个许愿果。#G1至2人许愿可获得10个许愿果，达到3人可获得20个许愿果，达到5人可获得40个许愿果。	-1	50043	999	-1	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007097	4	0	7	97	属性宝石宝箱	1	属性宝石宝箱，打开可以随机获得#Y四颗1级本门派属性攻击宝石#l。	1	50005	1	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007098	4	0	7	98	英雄馈礼(小)	1	使用后随机获得#Y英雄·花#l、#Y英雄·茶#l、#Y英雄·酒#l、#Y英雄·诗#l中的一种，英雄·花、茶、诗、酒可以提升结交英雄的好感度。	1	21016	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	-1	8	-1	1	0
40007099	4	0	7	99	云涵儿的赠礼	1	使用之后可以获得#G10#l张#Y藏宝图#l。	-1	50005	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007100	4	0	7	100	许愿果宝箱	40	使用之后可以获得10个许愿果。#r#G许愿果可在苏州梁道士处兑换神秘奖励。	-1	50043	999	900412	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40007101	4	0	7	101	2500银两	1	使用之后可以获得#Y2500银两#l。	1	50030	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007102	4	0	7	102	1颗宝珠	1	使用之后可以获得#Y1颗宝珠#l。#r#G宝珠可用于在藏宝阁购买稀世宝物。	1	50051	999	701005	1	-1	0	1	-1	-1	1	1	1	0	0	-1	-1	8	-1	1	1
40007103	4	0	7	103	一袋宝珠	1	使用之后可以获得#Y5颗宝珠#l。#r#G宝珠可用于在藏宝阁购买稀世宝物。	1	50052	999	701005	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	1
40007104	4	0	7	104	一箱宝珠	1	使用之后可以获得#Y10颗宝珠#l。#r#G宝珠可用于在藏宝阁购买稀世宝物。	1	50053	999	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007105	4	0	7	105	青铜演武宝箱	1	使用之后可以获得#Y10#l-#Y20颗宝珠#l。#r#G宝珠可用于在藏宝阁购买稀世宝物。	1	50004	999	701010	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	0
40007106	4	0	7	106	白银演武宝箱	1	使用之后可以获得#Y20#l-#Y30颗宝珠#l。#r#G宝珠可用于在藏宝阁购买稀世宝物。	1	50005	999	701010	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
40007107	4	0	7	107	黄金演武宝箱	1	使用之后可以获得#Y20#l-#Y40颗宝珠#l。#r#G宝珠可用于在藏宝阁购买稀世宝物。	1	50006	999	701010	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	0
40007108	4	0	7	108	宝珠	1	使用之后可以获得#Y%s颗宝珠#l。#r#G宝珠可用于在藏宝阁购买稀世宝物。	1	50051	999	701020	1	-1	0	1	-1	-1	1	1	1	0	0	-1	-1	8	-1	1	1
40007109	4	0	7	109	演武宝箱	1	对演武堂守关大将造成最后一刀伤害，可以获得该演武宝箱，演武宝箱打开后会获得大量#Y宝珠#l奖励。#r#G宝珠可用于在藏宝阁购买稀世宝物。	1	50053	999	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007110	4	0	7	110	宝珠	1	宝珠可用于在藏宝阁购买稀世宝物。	1	50051	1	-1	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	0
40007111	4	0	7	111	1000帮贡	1	使用后可以获得#Y1000帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	4	1	0	0	-1	-1	8	-1	1	1
40007112	4	0	7	112	帮贡令牌	1	使用后可以获得#Y150帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	1
40007113	4	0	7	113	帮贡令牌	1	使用后可以获得#Y200帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	1
40007114	4	0	7	114	帮贡令牌	1	使用后可以获得#Y250帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	2	1	0	0	-1	-1	8	-1	1	1
40007115	4	0	7	115	帮贡令牌	1	使用后可以获得#Y400帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007116	4	0	7	116	帮贡令牌	1	使用后可以获得#Y500帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007117	4	0	7	117	帮贡令牌	1	使用后可以获得#Y600帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
40007118	4	0	7	118	帮贡令牌	1	使用后可以获得#Y700帮贡#l。	1	54113	1	701005	1	-1	0	1	-1	-1	1	3	1	0	0	-1	-1	8	-1	1	1
