int	string	string
45231	结婚	辛苦#{_SEXNAME}，#G卿卿公主#l这算是为了国家的安稳牺牲了自己，老朽定帮其将这缕青丝系到姻缘树上，祈祷下辈子她能投胎平凡人家，过上幸福的生活。
45232	打造	这年头有一技傍身才是，生活采集不仅能获得#G奇物#l，用与他人交易获得#G银两#l，还可获得#G装备打造#l所需的材料。#{_SEXNAME}不妨#G学习#l一个，自己动手丰衣足食！
45233	打造	很好，#{_SEXNAME}做的非常不错！劳烦#{_SEXNAME}一件事，我这有些棉布，之前答应要去洛阳带给田大娘，我这手里忙着事情，脱不开身，#{_SEXNAME}前去帮我处理一下吧。
45234	打造	感谢#{_SEXNAME}不远万里带来这上好的麻布，不怕您笑话，犬子#G田大力#l在整天嚷嚷着要出去闯荡江湖，但每次出去后都弄得灰头土脸的回来，让我很是担心。
45235	打造	#{_SEXNAME}真是心灵手巧！
45236	附体	#{_SEXNAME}，你现在越来越强大了，而我还是原来那个弱小的小鸭子！我很想与你并肩作战，但是我觉得自己好没用，我好忧伤！呜呜
45237	附体	我说#G飘飘鸭#l最近看起来怎么瘦了，原来是心里有事了！真是一个多愁善感的小鸭子！
45238	附体	有一个叫做#G珍兽附体#l的方法，可以将长时间培养的珍兽替换下来，附体后珍兽效果作用到角色身上，提升角色战斗力，从而提升角色战斗效率。#{_SEXNAME}不妨试试！
45239	暗器	暗器乃江湖失传已久的武功招式，据老朽所知，城南燕青对此颇有研究，#{_SEXNAME}不妨找他切磋一番！
45240	暗器	既然是周天师让你来的，我不妨将暗器之法授予#{_SEXNAME}！暗器可进行修炼、打造、品阶升级和技能重置，这些都能给你带来战斗力的提升！
45241	暗器	获得暗器后，要多加修炼，此物对武功修为的提升大有益处！我这还有些许暗器修炼石，不妨赠予#{_SEXNAME}，它可助你提升暗器战斗力！
45242	暗器	据我所知，缥缈峰副本可以获得不少的暗器培养材料，但是缥缈峰凶险异常，少侠如果想去，最好是能有靠谱的伙伴一起前往，才是极好。
45243	英雄试炼	领取英雄试炼#Y第一章节#l所有通关奖励
45244	英雄试炼	打开英雄试炼界面，领取英雄试炼#Y第一章节#l所有通关奖励，励即可完成任务。
45245	分金定穴	了解何为#Y分金定穴
45246	分金定穴	前往苏州向#G云涵儿#l了解何为分金定穴。
45247	分金定穴	完成1次#Y分金定穴#l活动
45248	分金定穴	在#G活动大厅#l中接受#G分金定穴#l活动并完成1次此活动。
45249	分金定穴	#{_SEXNAME}已经完成了#G惩凶打图#l，想必获得了一些#G藏宝图#l，#{_SEXNAME}不妨在活动大厅接取一下#G分金定穴#l的活动，在挖图之后，还能获得额外任务奖励。
45250	神器预开启	#Y激活#l神器
45251	神器预开启	打开神器预开启界面，领取完所有奖励，即可看到#G【激活神器】#l按钮，点击激活神器，即可完成本任务。
45252	呼朋唤友	分享#Y天龙八部#l给好友
45253	呼朋唤友	点击任务追踪，可进行一次的分享操作，分享#G天龙八部#l给好友，分享成功后可获得#G50绑定元宝#l奖励。
45254	宝石提升	打开宝石界面#Y进行宝石提升操作
45255	宝石提升	点击强化功能入口，打开宝石界面#G进行宝石提升操作#l。
45256	种植采集	进行#Y一次#l种植采集
45257	种植采集	打开技能界面的采集分页，点击#G前往采集#l，进行#G一次#l种植采集
45258	珍兽捕捉	捕捉1只#Y松鼠宝宝
45259	珍兽捕捉	前往#G玄武岛#l，捕捉1只#G松鼠宝宝#l。
45260	熔炼	进行一次#Y熔炼#l操作
45261	熔炼	通过强化功能入口，打开熔炼分页，进行一次#G熔炼#l操作。
45262	英雄试练	领取一次英雄试炼#Y通关奖励
45263	英雄试练	通过苏州#G江湖百晓生#l，打开#G英雄试练界面#l，领取一次英雄试炼#G通关奖励#l。
45264	称谓提升	提升一次#Y名望
45265	称谓提升	"打开背包页面，点击名望提升入口，提升一次#G名望#l,即可完成任务。"
45266	游戏好评	为天龙八部评价#Y好评
45267	游戏好评	在评论中，为#G天龙八部#l奉献一份#G好评#l。
45268	加入帮会群	加入或创建一个#Y帮会群
45269	加入帮会群	少侠若身为一帮之主，应于#G帮会界面#l处#G创建帮会群#l并号召帮众加入，引领帮众征战江湖。若身为帮中一员，则应响应帮主号召，#G加入帮会群#l内，积极参与帮会发展。
45270	初试帮会炼金	完成一次#Y帮会炼金#l，完成后可获得#Y银两奖励
45271	初试帮会炼金	少侠若至少富余#G30活跃值#l，可前往帮会领地戴三金处领取#G帮会炼金#l任务，完成后可获得大量#G银两奖励#l，并完成本任务。
45272	义结金兰	与亲朋好友分享#Y结拜#l的喜悦
45273	义结金兰	行走江湖之中，最快意之事莫过于寻得三两知交好友，谈天说地，共闯江湖。少侠不妨将#G结拜的喜悦#l分享给亲朋好友。
45274	天赐良缘	与亲朋好友分享#Y结婚#l的喜悦
45275	天赐良缘	千禧年结千年缘，百年身伴百年眠。天生才子佳人配，只羡鸳鸯不羡仙。少侠不妨将#G结婚的喜悦#l分享给亲朋好友。
45276	结拜	了解#Y结拜平台
45277	结拜	可以在#G结拜平台#l找到志趣相投的伙伴。
45278		与#Y苏来环#l对话了解快捷跑环相关事宜
45279		跑环任务虽能获取大量经验，但耗时良久，少侠可前往苏来环处了解快速跑环相关事宜。
45280		跑环任务虽有大量经验，但耗时良久，正巧老夫时间充裕，收集我需要的宝贝，我可以帮助少侠快速完成一些跑环任务。
#跑环字典47000-48000		
47001	主城字典套装--送信	将信交给#Y苏州#l的#Y段正淳#l
47002		将信交给#Y苏州#l的#Y蒋忻#l
47003		将信交给#Y苏州#l的#Y蒋倩#l
47004		将信交给#Y苏州#l的#Y邺行#l
47005		将信交给#Y苏州#l的#Y孟夫人#l
47006		这里有封信需要交给#G苏州#l的#G段正淳#l，完成委托可以获得不菲的奖励。
47007		这里有封信需要交给#G苏州#l的#G蒋忻#l，完成委托可以获得不菲的奖励。
47008		这里有封信需要交给#G苏州#l的#G蒋倩#l，完成委托可以获得不菲的奖励。
47009		这里有封信需要交给#G苏州#l的#G邺行#l，完成委托可以获得不菲的奖励。
47010		这里有封信需要交给#G苏州#l的#G孟夫人#l，完成委托可以获得不菲的奖励。
47011	主城字典套装--采集	收集#Y苏州#l郊外的三棵#Y疗伤草#l
47012		寻找丢失在#Y苏州#l的#Y锟铻刀#l
47013		寻找遗失在#Y苏州#l的#Y玉佩#l
47014		#G苏州#l郊外盛产的#G疗伤草#l，乃居家旅行必备良药，#{_SEXNAME}可收集一些以备不时之需。
47015		听闻有人在#G苏州#l遗失了重要的#G锟铻刀#l，寻到此物能换取不菲的奖励。
47016		听闻有人在#G苏州#l遗失了重要的#G玉佩#l，寻到此物能换取不菲的奖励。
47017	主城字典套装--珍兽	帮#Y段正淳#l捉来一只#Y狗宝宝#l
47018		帮#Y蒋忻#l捉来一只#Y狗宝宝#l
47019		帮#Y蒋倩#l捉来一只#Y狗宝宝#l
47020		帮#Y邺行#l捉来一只#Y狗宝宝#l
47021		帮#Y孟夫人#l捉来一只#Y狗宝宝#l
47022		玄武岛的珍兽深受民众的喜爱，为#G段正淳#l带回一只#G狗宝宝#l，他会给予你丰厚的奖励。
47023		玄武岛的珍兽深受民众的喜爱，为#G蒋忻#l带回一只#G狗宝宝#l，他会给予你丰厚的奖励。
47024		玄武岛的珍兽深受民众的喜爱，为#G蒋倩#l带回一只#G狗宝宝#l，他会给予你丰厚的奖励。
47025		玄武岛的珍兽深受民众的喜爱，为#G邺行#l带回一只#G狗宝宝#l，他会给予你丰厚的奖励。
47026		玄武岛的珍兽深受民众的喜爱，为#G孟夫人#l带回一只#G狗宝宝#l，他会给予你丰厚的奖励。
47027	主城字典套装--送信	将信交给#Y洛阳#l的#Y丁丁#l
47028		将信交给#Y洛阳#l的#Y田大力#l
47029		将信交给#Y洛阳#l的#Y花七#l
47030		将信交给#Y洛阳#l的#Y寇淮#l
47031		将信交给#Y洛阳#l的#Y乔芊#l
47032		这里有封信需要交给#G洛阳#l的#G丁丁#l，完成委托可以获得不菲的奖励。
47033		这里有封信需要交给#G洛阳#l的#G田大力#l，完成委托可以获得不菲的奖励。
47034		这里有封信需要交给#G洛阳#l的#G花七#l，完成委托可以获得不菲的奖励。
47035		这里有封信需要交给#G洛阳#l的#G寇淮#l，完成委托可以获得不菲的奖励。
47036		这里有封信需要交给#G洛阳#l的#G乔芊#l，完成委托可以获得不菲的奖励。
47037	主城字典套装--采集	寻找#Y洛阳#l郊外#Y遗失的武器#l
47038		寻找遗失在#Y洛阳#l的#Y玉佩#l
47039		收集#Y洛阳#l郊外的三棵#Y向阳草#l
47040		听闻铁匠在#G洛阳#l遗失了打造好的#G武器#l，寻到此物能换取不菲的奖励。
47041		听闻有人在#G洛阳#l遗失了重要的#G玉佩#l，寻到此物能换取不菲的奖励。
47042		#G洛阳#l郊外盛产的#G向阳草#l，乃居家旅行必备良药，#{_SEXNAME}可收集一些以备不时之需。
47043	主城字典套装--珍兽	帮#Y丁丁#l捉来一只#Y狗宝宝#l
47044		帮#Y田大力#l捉来一只#Y狗宝宝#l
47045		帮#Y花七#l捉来一只#Y乌龟宝宝#l
47046		帮#Y寇淮#l捉来一只#Y乌龟宝宝#l
47047		帮#Y唐婉#l捉来一只#Y乌龟宝宝#l
47048		玄武岛的珍兽深受民众的喜爱，为#G丁丁#l带回一只#G狗宝宝#l，他会给予你丰厚的奖励。
47049		玄武岛的珍兽深受民众的喜爱，为#G田大力#l带回一只#G狗宝宝#l，他会给予你丰厚的奖励。
47050		玄武岛的珍兽深受民众的喜爱，为#G花七#l带回一只#G乌龟宝宝#l，他会给予你丰厚的奖励。
47051		玄武岛的珍兽深受民众的喜爱，为#G寇淮#l带回一只#G乌龟宝宝#l，他会给予你丰厚的奖励。
47052		玄武岛的珍兽深受民众的喜爱，为#G唐婉#l带回一只#G乌龟宝宝#l，他会给予你丰厚的奖励。
47053	野外字典套装--送信	将信交给#Y聚贤庄#l的#Y蒋舵主#l
47054		将信交给#Y聚贤庄#l的#Y包打听#l
47055		将信交给#Y聚贤庄#l的#Y李四#l
47056		将信交给#Y聚贤庄#l的#Y玄难#l
47057		将信交给#Y聚贤庄#l的#Y康敏#l
47058		这里有封信需要交给#G聚贤庄#l的#G蒋舵主#l，完成委托可以获得不菲的奖励。
47059		这里有封信需要交给#G聚贤庄#l的#G包打听#l，完成委托可以获得不菲的奖励。
47060		这里有封信需要交给#G聚贤庄#l的#G李四#l，完成委托可以获得不菲的奖励。
47061		这里有封信需要交给#G聚贤庄#l的#G玄难#l，完成委托可以获得不菲的奖励。
47062		这里有封信需要交给#G聚贤庄#l的#G康敏#l，完成委托可以获得不菲的奖励。
47063	野外字典套装--采集	收集#Y聚贤庄#l郊外的三棵#Y疗伤草#l
47064		收集#Y聚贤庄#l郊外的三只#Y影蛊#l
47065		寻找遗失在#Y聚贤庄#l的#Y玉佩#l
47066		#G聚贤庄#l郊外盛产的#G疗伤草#l，乃居家旅行必备良药，#{_SEXNAME}可收集一些以备不时之需。
47067		#G聚贤庄#l郊外的#G影蛊#l有消除身影之效，#{_SEXNAME}可收集一些以备不时之需。
47068		听闻有人在#G聚贤庄#l遗失了重要的#G玉佩#l，寻到此物能换取不菲的奖励。
47069	野外字典套装--杀怪	击败#Y聚贤庄#l的十名#Y江湖豪杰#l
47070		击败#Y聚贤庄#l的十名#Y杀手#l
47071		击败#Y聚贤庄#l的#Y谭青#l
47072		#G聚贤庄#l的#G江湖豪杰#l为非作歹，#{_SEXNAME}快去给他们一些教训！
47073		#G聚贤庄#l的#G杀手#l为非作歹，#{_SEXNAME}快去给他们一些教训！
47074		#G聚贤庄#l的#G谭青#l为非作歹，#{_SEXNAME}快去给他们一些教训！
47075	野外字典套装--杀怪寻物	前往#Y聚贤庄#l获取十块#Y熊肉#l
47076		前往#Y聚贤庄#l获取十件江湖豪杰的#Y信物#l
47077		前往#Y聚贤庄#l获取十件杀手的#Y信物#l
47078		#G聚贤庄#l的#G熊#l为非作歹，#{_SEXNAME}可去收集一些熊肉来换取不菲的奖励。
47079		#G聚贤庄#l的#G江湖豪杰#l为非作歹，#{_SEXNAME}可去收集一些他们的信物来换取不菲的奖励。
47080		#G聚贤庄#l的#G杀手#l为非作歹，#{_SEXNAME}可去收集一些他们的信物来换取不菲的奖励。
47081	野外字典套装--珍兽	帮#Y蒋舵主#l捉来一只#Y狗宝宝#l
47082		帮#Y包打听#l捉来一只#Y狗宝宝#l
47083		帮#Y李四#l捉来一只#Y乌龟宝宝#l
47084		帮#Y玄难#l捉来一只#Y乌龟宝宝#l
47085		帮#Y康敏#l捉来一只#Y乌龟宝宝#l
47086		玄武岛的珍兽深受民众的喜爱，为#G蒋舵主#l带回一只#G狗宝宝#l，他会给予你丰厚的奖励。
47087		玄武岛的珍兽深受民众的喜爱，为#G包打听#l带回一只#G狗宝宝#l，他会给予你丰厚的奖励。
47088		玄武岛的珍兽深受民众的喜爱，为#G李四#l带回一只#G乌龟宝宝#l，他会给予你丰厚的奖励。
47089		玄武岛的珍兽深受民众的喜爱，为#G玄难#l带回一只#G乌龟宝宝#l，他会给予你丰厚的奖励。
47090		玄武岛的珍兽深受民众的喜爱，为#G康敏#l带回一只#G乌龟宝宝#l，他会给予你丰厚的奖励。
47091	野外字典套装--送信	将信交给#Y天龙寺#l的#Y木婉清#l
47092		将信交给#Y天龙寺#l的#Y古木#l
47093		将信交给#Y天龙寺#l的#Y村民王二#l
47094		将信交给#Y天龙寺#l的#Y本相#l
47095		将信交给#Y天龙寺#l的#Y黄庭坚#l
47096		这里有封信需要交给#G天龙寺#l的#G木婉清#l，完成委托可以获得不菲的奖励。
47097		这里有封信需要交给#G天龙寺#l的#G古木#l，完成委托可以获得不菲的奖励。
47098		这里有封信需要交给#G天龙寺#l的#G村民王二#l，完成委托可以获得不菲的奖励。
47099		这里有封信需要交给#G天龙寺#l的#G本相#l，完成委托可以获得不菲的奖励。
47100		这里有封信需要交给#G天龙寺#l的#G黄庭坚#l，完成委托可以获得不菲的奖励。
47101	野外字典套装--采集	收集#Y天龙寺#l的三本#Y四散的经书#l
47102		#Y天龙寺#l郊外的#Y水桶#l处打一桶水
47103		收集#Y天龙寺#l郊外的三棵#Y疗伤草#l
47104		#G天龙寺#l散落着#G四散的经书#l，收集起来可以换取不菲的奖励。
47105		#G天龙寺#l郊外的湖水甘甜解渴，#{_SEXNAME}可打一桶水来以备不时之需。
47106		#G天龙寺#l郊外盛产的#G疗伤草#l，乃居家旅行必备良药，#{_SEXNAME}可收集一些以备不时之需。
47107	野外字典套装--杀怪	击败#Y天龙寺#l的十名#Y吐蕃低级番僧#l
47108		击败#Y天龙寺#l的十名#Y武林败类#l
47109		击败#Y天龙寺#l的十只#Y墨虎#l
47110		#G天龙寺#l的#G吐蕃低级番僧#l为非作歹，#{_SEXNAME}快去给他们一些教训！
47111		#G天龙寺#l的#G武林败类#l为非作歹，#{_SEXNAME}快去给他们一些教训！
47112		#G天龙寺#l的#G墨虎#l为非作歹，#{_SEXNAME}快去给他们一些教训！
47113	野外字典套装--杀怪寻物	前往#Y天龙寺#l获取十件吐蕃低级番僧的#Y信物#l
47114		前往#Y天龙寺#l获取十件武林败类的#Y信物#l
47115		前往#Y天龙寺#l获取十颗墨虎的#Y牙齿#l
47116		#G天龙寺#l的#G吐蕃低级番僧#l为非作歹，#{_SEXNAME}可去收集一些他们的信物来换取不菲的奖励。
47117		#G天龙寺#l的#G武林败类#l为非作歹，#{_SEXNAME}可去收集一些他们的信物来换取不菲的奖励。
47118		#G天龙寺#l的#G墨虎#l为非作歹，#{_SEXNAME}可去收集一些它们的牙齿来换取不菲的奖励。
47119	野外字典套装--珍兽	帮#Y木婉清#l捉来一只#Y刺猬宝宝#l
47120		帮#Y古木#l捉来一只#Y松鼠宝宝#l
47121		帮#Y村民王二#l捉来一只#Y螳螂宝宝#l
47122		帮#Y本相#l捉来一只#Y刺猬宝宝#l
47123		帮#Y黄庭坚#l捉来一只#Y松鼠宝宝#l
47124		玄武岛的珍兽深受民众的喜爱，为#G木婉清#l带回一只#G刺猬宝宝#l，他会给予你丰厚的奖励。
47125		玄武岛的珍兽深受民众的喜爱，为#G古木#l带回一只#G松鼠宝宝#l，他会给予你丰厚的奖励。
47126		玄武岛的珍兽深受民众的喜爱，为#G村民王二#l带回一只#G螳螂宝宝#l，他会给予你丰厚的奖励。
47127		玄武岛的珍兽深受民众的喜爱，为#G本相#l带回一只#G刺猬宝宝#l，他会给予你丰厚的奖励。
47128		玄武岛的珍兽深受民众的喜爱，为#G黄庭坚#l带回一只#G松鼠宝宝#l，他会给予你丰厚的奖励。
47129	野外字典套装--送信	将信交给#Y燕子坞#l的#Y崔百泉#l
47130		将信交给#Y燕子坞#l的#Y鸠摩智#l
47131		将信交给#Y燕子坞#l的#Y阿朱#l
47132		将信交给#Y燕子坞#l的#Y智光大师#l
47133		将信交给#Y燕子坞#l的#Y风波恶#l
47134		这里有封信需要交给#G燕子坞#l的#G崔百泉#l，完成委托可以获得不菲的奖励。
47135		这里有封信需要交给#G燕子坞#l的#G鸠摩智#l，完成委托可以获得不菲的奖励。
47136		这里有封信需要交给#G燕子坞#l的#G阿朱#l，完成委托可以获得不菲的奖励。
47137		这里有封信需要交给#G燕子坞#l的#G智光大师#l，完成委托可以获得不菲的奖励。
47138		这里有封信需要交给#G燕子坞#l的#G风波恶#l，完成委托可以获得不菲的奖励。
47139	野外字典套装--采集	收集#Y燕子坞#l郊外的三棵#Y莲蓬#l
47140		收集#Y燕子坞#l郊外的一朵#Y山茶花#l
47141		寻找遗失在#Y燕子坞#l的#Y鱼篓#l
47142		#G燕子坞#l郊外盛产的#G莲蓬#l，乃居家旅行必备良药，#{_SEXNAME}可收集一些以备不时之需。
47143		#G燕子坞#l的#G山茶花#l美丽异常，深受人们的喜爱，#{_SEXNAME}可收集一些以备不时之需。
47144		听闻有人在#G燕子坞#l遗失了重要的#G鱼篓#l，寻到此物能换取不菲的奖励。
47145	野外字典套装--杀怪	击败#Y燕子坞#l的十只#Y太湖大闸蟹#l
47146		击败#Y燕子坞#l的十名#Y曼陀山庄侍女#l
47147		击败#Y燕子坞#l的十名#Y青城派弟子#l
47148		#G燕子坞#l的#G大闸蟹#l繁衍过剩，#{_SEXNAME}快去清理一下！
47149		#G燕子坞#l的#G曼陀山庄侍女#l为非作歹，#{_SEXNAME}快去给他们一些教训！
47150		#G燕子坞#l的#G青城派弟子#l为非作歹，#{_SEXNAME}快去给他们一些教训！
47151	野外字典套装--杀怪寻物	前往#Y燕子坞#l获取十块#Y蟹肉#l
47152		前往#Y燕子坞#l获取十件曼陀山庄侍女的#Y信物#l
47153		前往#Y燕子坞#l获取十件青城派弟子的#Y信物#l
47154		#G燕子坞#l的#G大闸蟹#l繁衍过剩，#{_SEXNAME}可去收集一些蟹肉来换取不菲的奖励。
47155		#G燕子坞#l的#G曼陀山庄侍女#l为非作歹，#{_SEXNAME}可去收集一些他们的信物来换取不菲的奖励。
47156		#G燕子坞#l的#G青城派弟子#l为非作歹，#{_SEXNAME}可去收集一些他们的信物来换取不菲的奖励。
47157	野外字典套装--珍兽	帮#Y崔百泉#l捉来一只#Y刺猬宝宝#l
47158		帮#Y鸠摩智#l捉来一只#Y松鼠宝宝#l
47159		帮#Y阿朱#l捉来一只#Y螳螂宝宝#l
47160		帮#Y智光大师#l捉来一只#Y刺猬宝宝#l
47161		帮#Y风波恶#l捉来一只#Y松鼠宝宝#l
47162		玄武岛的珍兽深受民众的喜爱，为#G崔百泉#l带回一只#G刺猬宝宝#l，他会给予你丰厚的奖励。
47163		玄武岛的珍兽深受民众的喜爱，为#G鸠摩智#l带回一只#G松鼠宝宝#l，他会给予你丰厚的奖励。
47164		玄武岛的珍兽深受民众的喜爱，为#G阿朱#l带回一只#G螳螂宝宝#l，他会给予你丰厚的奖励。
47165		玄武岛的珍兽深受民众的喜爱，为#G智光大师#l带回一只#G刺猬宝宝#l，他会给予你丰厚的奖励。
47166		玄武岛的珍兽深受民众的喜爱，为#G风波恶#l带回一只#G松鼠宝宝#l，他会给予你丰厚的奖励。
47167	野外字典套装--送信	将信交给#Y夜西湖#l的#Y傅思归#l
47168		将信交给#Y夜西湖#l的#Y朱丹臣#l
47169		将信交给#Y夜西湖#l的#Y东方婷#l
47170		将信交给#Y夜西湖#l的#Y阮星竹#l
47171		将信交给#Y夜西湖#l的#Y爽姐#l
47172		这里有封信需要交给#G夜西湖#l的#G傅思归#l，完成委托可以获得不菲的奖励。
47173		这里有封信需要交给#G夜西湖#l的#G朱丹臣#l，完成委托可以获得不菲的奖励。
47174		这里有封信需要交给#G夜西湖#l的#G东方婷#l，完成委托可以获得不菲的奖励。
47175		这里有封信需要交给#G夜西湖#l的#G阮星竹#l，完成委托可以获得不菲的奖励。
47176		这里有封信需要交给#G夜西湖#l的#G爽姐#l，完成委托可以获得不菲的奖励。
47177	野外字典套装--采集	收集#Y夜西湖#l郊外的三棵#Y止血草#l
47178		#Y夜西湖#l郊外的#Y药炉#l处弄来一碗汤药
47179		收集#Y夜西湖#l郊外的三棵#Y五倍子#l
47180		#G夜西湖#l郊外盛产的#G止血草#l，乃居家旅行必备良药，#{_SEXNAME}可收集一些以备不时之需。
47181		有人需求#G夜西湖#l药炉处熬制的汤药，#{_SEXNAME}可弄来兑换不菲的奖励。
47182		#G夜西湖#l郊外盛产的#G五倍子#l，乃居家旅行必备良药，#{_SEXNAME}可收集一些以备不时之需。
47183	野外字典套装--杀怪	击败#Y夜西湖#l的十名#Y一品堂武士#l
47184		击败#Y夜西湖#l的十只#Y狼#l
47185		击败#Y夜西湖#l的十只#Y鹿#l
47186		#G夜西湖#l的#G一品堂武士#l为非作歹，#{_SEXNAME}快去给他们一些教训！
47187		#G夜西湖#l的#G狼#l为非作歹，#{_SEXNAME}快去给他们一些教训！
47188		#G夜西湖#l的#G鹿#l繁衍过剩，#{_SEXNAME}快去清理一下！
47189	野外字典套装--杀怪寻物	前往#Y夜西湖#l获取十件一品堂武士的#Y地图碎片#l
47190		前往#Y夜西湖#l获取十份#Y狼血#l
47191		前往#Y夜西湖#l获取十份#Y鹿肉#l
47192		#G夜西湖#l的#G一品堂武士#l为非作歹，#{_SEXNAME}可去收集一些他们携带的地图碎片来换取不菲的奖励。
47193		#G夜西湖#l的#G狼#l为非作歹，#{_SEXNAME}可去收集一些它们的血来换取不菲的奖励。
47194		#G夜西湖#l的#G鹿#l繁衍过剩，#{_SEXNAME}可去收集一些它们的肉来换取不菲的奖励。
47195	野外字典套装--珍兽	帮#Y傅思归#l捉来一只#Y鳄鱼宝宝#l
47196		帮#Y朱丹臣#l捉来一只#Y豹子宝宝#l
47197		帮#Y东方婷#l捉来一只#Y鹰宝宝#l
47198		帮#Y阮星竹#l捉来一只#Y鳄鱼宝宝#l
47199		帮#Y爽姐#l捉来一只#Y豹子宝宝#l
47200		玄武岛的珍兽深受民众的喜爱，为#G傅思归#l带回一只#G鳄鱼宝宝#l，他会给予你丰厚的奖励。
47201		玄武岛的珍兽深受民众的喜爱，为#G朱丹臣#l带回一只#G豹子宝宝#l，他会给予你丰厚的奖励。
47202		玄武岛的珍兽深受民众的喜爱，为#G东方婷#l带回一只#G鹰宝宝#l，他会给予你丰厚的奖励。
47203		玄武岛的珍兽深受民众的喜爱，为#G阮星竹#l带回一只#G鳄鱼宝宝#l，他会给予你丰厚的奖励。
47204		玄武岛的珍兽深受民众的喜爱，为#G爽姐#l带回一只#G豹子宝宝#l，他会给予你丰厚的奖励。
47205	野外字典套装--送信	将信交给#Y擂鼓山#l的#Y孟龙#l
47206		将信交给#Y擂鼓山#l的#Y韩映雪#l
47207		将信交给#Y擂鼓山#l的#Y丁欢#l
47208		将信交给#Y擂鼓山#l的#Y康广陵#l
47209		将信交给#Y擂鼓山#l的#Y狮吼子#l
47210		这里有封信需要交给#G擂鼓山#l的#G孟龙#l，完成委托可以获得不菲的奖励。
47211		这里有封信需要交给#G擂鼓山#l的#G韩映雪#l，完成委托可以获得不菲的奖励。
47212		这里有封信需要交给#G擂鼓山#l的#G丁欢#l，完成委托可以获得不菲的奖励。
47213		这里有封信需要交给#G擂鼓山#l的#G康广陵#l，完成委托可以获得不菲的奖励。
47214		这里有封信需要交给#G擂鼓山#l的#G狮吼子#l，完成委托可以获得不菲的奖励。
47215	野外字典套装--采集	寻找遗失在#Y擂鼓山#l的#Y遗失的钥匙#l
47216		收集#Y擂鼓山#l郊外三本#Y散落的书籍#l
47217		收集#Y擂鼓山#l郊外的三朵#Y野花#l
47218		听闻有人在#G擂鼓山#l遗失了重要的#G钥匙#l，寻到此物能换取不菲的奖励。
47219		听闻有人在#G擂鼓山#l遗失了重要的#G书籍#l，寻到此物能换取不菲的奖励。
47220		#G擂鼓山#l的#G野花#l美丽异常，深受人们的喜爱，#{_SEXNAME}可收集一些以备不时之需。
47221	野外字典套装--杀怪	击败#Y擂鼓山#l的十只#Y幻蝶#l
47222		击败#Y擂鼓山#l的#Y苗森#l
47223		击败#Y擂鼓山#l的十名#Y星宿弟子#l
47224		#G擂鼓山#l的#G幻蝶#l为非作歹，#{_SEXNAME}快去给他们一些教训！
47225		#G擂鼓山#l的#G苗森#l为非作歹，#{_SEXNAME}快去给他们一些教训！
47226		#G擂鼓山#l的#G星宿弟子#l为非作歹，#{_SEXNAME}快去给他们一些教训！
47227	野外字典套装--杀怪寻物	前往#Y擂鼓山#l获取十份#Y毒粉#l
47228		前往#Y擂鼓山#l获取苗森的#Y漠北名刀#l
47229		前往#Y擂鼓山#l获取十件星宿弟子的#Y信物#l
47230		#G擂鼓山#l的#G幻蝶#l为非作歹，#{_SEXNAME}可去收集一些毒粉来换取不菲的奖励。
47231		#G擂鼓山#l的#G苗森#l为非作歹，#{_SEXNAME}可去他的漠北名刀来换取不菲的奖励。
47232		#G擂鼓山#l的#G星宿弟子#l为非作歹，#{_SEXNAME}可去收集一些他们的信物来换取不菲的奖励。
47233	野外字典套装--珍兽	帮#Y孟龙#l捉来一只#Y鳄鱼宝宝#l
47234		帮#Y韩映雪#l捉来一只#Y豹子宝宝#l
47235		帮#Y丁欢#l捉来一只#Y鹰宝宝#l
47236		帮#Y康广陵#l捉来一只#Y鳄鱼宝宝#l
47237		帮#Y狮吼子#l捉来一只#Y豹子宝宝#l
47238		玄武岛的珍兽深受民众的喜爱，为#G孟龙#l带回一只#G鳄鱼宝宝#l，他会给予你丰厚的奖励。
47239		玄武岛的珍兽深受民众的喜爱，为#G韩映雪#l带回一只#G豹子宝宝#l，他会给予你丰厚的奖励。
47240		玄武岛的珍兽深受民众的喜爱，为#G丁欢#l带回一只#G鹰宝宝#l，他会给予你丰厚的奖励。
47241		玄武岛的珍兽深受民众的喜爱，为#G康广陵#l带回一只#G鳄鱼宝宝#l，他会给予你丰厚的奖励。
47242		玄武岛的珍兽深受民众的喜爱，为#G狮吼子#l带回一只#G豹子宝宝#l，他会给予你丰厚的奖励。
47243	野外字典套装--送信	将信交给#Y缥缈峰#l的#Y木紫黎#l
47244		将信交给#Y缥缈峰#l的#Y刘潇潇#l
47245		将信交给#Y缥缈峰#l的#Y余婆#l
47246		将信交给#Y缥缈峰#l的#Y石嫂#l
47247		将信交给#Y缥缈峰#l的#Y韩琦#l
47248		这里有封信需要交给#G缥缈峰#l的#G木紫黎#l，完成委托可以获得不菲的奖励。
47249		这里有封信需要交给#G缥缈峰#l的#G刘潇潇#l，完成委托可以获得不菲的奖励。
47250		这里有封信需要交给#G缥缈峰#l的#G余婆#l，完成委托可以获得不菲的奖励。
47251		这里有封信需要交给#G缥缈峰#l的#G石嫂#l，完成委托可以获得不菲的奖励。
47252		这里有封信需要交给#G缥缈峰#l的#G韩琦#l，完成委托可以获得不菲的奖励。
47253	野外字典套装--采集	寻找遗失在#Y缥缈峰#l的#Y宝石指环#l
