INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
20820	跑的慢	1	100	252	0	-1	0	-1	9	20	1	0.1	1	0	13275	16339	13275	16339	985380	12000	0	0	37598	6714	1084	542	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60092	1	1	-1	100	50	11907	1200	2400	109	125	16192	19929	16192	19929	1302168	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20821	跑的快	1	10	8	0	-1	0	-1	9	20	1	0.1	1	0	99	158	99	158	4320	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60090	1	1	-1	100	50	11914	1200	2400	19	12	255	374	255	374	13236	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20822	跑的快	1	20	13	0	-1	0	-1	9	20	1	0.1	1	0	275	400	275	400	14568	281	0	0	434	62	85	78	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60090	1	1	-1	100	50	11914	1200	2400	29	18	587	787	587	787	33024	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20823	跑的快	1	30	18	0	-1	0	-1	9	20	1	0.1	1	0	626	835	626	835	36108	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60090	1	1	-1	100	50	11914	1200	2400	39	24	1250	1545	1250	1545	80748	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20824	跑的快	1	40	24	0	-1	0	-1	9	20	1	0.1	1	0	1328	1635	1328	1635	86424	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60090	1	1	-1	100	50	11914	1200	2400	49	32	1664	2048	1664	2048	154548	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20825	跑的快	1	50	33	0	-1	0	-1	9	20	1	0.1	1	0	1707	2101	1707	2101	163380	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60090	1	1	-1	100	50	11914	1200	2400	59	45	2542	3128	2542	3128	232308	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20826	跑的快	1	60	46	0	-1	0	-1	9	20	1	0.1	1	0	2650	3262	2650	3262	241500	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60090	1	1	-1	100	50	11914	1200	2400	69	64	4352	5356	4352	5356	358740	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20827	跑的快	1	70	66	0	-1	0	-1	9	20	1	0.1	1	0	4579	5636	4579	5636	375036	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60090	1	1	-1	100	50	11914	1200	2400	79	95	7336	9030	7336	9030	521700	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20828	跑的快	1	80	99	0	-1	0	-1	9	20	1	0.1	1	0	7719	9501	7719	9501	543432	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60090	1	1	-1	100	50	11914	1200	2400	89	150	9757	12009	9757	12009	735744	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20829	跑的快	1	90	157	0	-1	0	-1	9	20	1	0.1	1	0	10059	12381	10059	12381	767796	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60090	1	1	-1	100	50	11914	1200	2400	99	240	12816	15772	12816	15772	945816	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20830	跑的快	1	100	252	0	-1	0	-1	9	20	1	0.1	1	0	13275	16339	13275	16339	985380	12000	0	0	37598	6714	1084	542	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60090	1	1	-1	100	50	11914	1200	2400	109	125	16192	19929	16192	19929	1302168	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20831	一身刺	1	10	8	0	-1	0	-1	9	20	1	0.1	1	0	99	158	99	158	4320	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	19	12	255	374	255	374	13236	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20832	一身刺	1	20	13	0	-1	0	-1	9	20	1	0.1	1	0	275	400	275	400	14568	281	0	0	434	62	85	78	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	29	18	587	787	587	787	33024	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20833	一身刺	1	30	18	0	-1	0	-1	9	20	1	0.1	1	0	626	835	626	835	36108	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	39	24	1250	1545	1250	1545	80748	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20834	一身刺	1	40	24	0	-1	0	-1	9	20	1	0.1	1	0	1328	1635	1328	1635	86424	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	49	32	1664	2048	1664	2048	154548	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20835	一身刺	1	50	33	0	-1	0	-1	9	20	1	0.1	1	0	1707	2101	1707	2101	163380	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	59	45	2542	3128	2542	3128	232308	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20836	一身刺	1	60	46	0	-1	0	-1	9	20	1	0.1	1	0	2650	3262	2650	3262	241500	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	69	64	4352	5356	4352	5356	358740	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20837	一身刺	1	70	66	0	-1	0	-1	9	20	1	0.1	1	0	4579	5636	4579	5636	375036	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	79	95	7336	9030	7336	9030	521700	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20838	一身刺	1	80	99	0	-1	0	-1	9	20	1	0.1	1	0	7719	9501	7719	9501	543432	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	89	150	9757	12009	9757	12009	735744	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20839	一身刺	1	90	157	0	-1	0	-1	9	20	1	0.1	1	0	10059	12381	10059	12381	767796	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	99	240	12816	15772	12816	15772	945816	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20840	一身刺	1	100	252	0	-1	0	-1	9	20	1	0.1	1	0	13275	16339	13275	16339	985380	12000	0	0	37598	6714	1084	542	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60084	1	1	-1	100	50	11904	1200	2400	109	125	16192	19929	16192	19929	1302168	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20841	两把刀	1	10	8	0	-1	0	-1	9	20	1	0.1	1	0	99	158	99	158	4320	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	19	12	255	374	255	374	13236	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20842	两把刀	1	20	13	0	-1	0	-1	9	20	1	0.1	1	0	275	400	275	400	14568	281	0	0	434	62	85	78	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	29	18	587	787	587	787	33024	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20843	两把刀	1	30	18	0	-1	0	-1	9	20	1	0.1	1	0	626	835	626	835	36108	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	39	24	1250	1545	1250	1545	80748	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20844	两把刀	1	40	24	0	-1	0	-1	9	20	1	0.1	1	0	1328	1635	1328	1635	86424	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	49	32	1664	2048	1664	2048	154548	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20845	两把刀	1	50	33	0	-1	0	-1	9	20	1	0.1	1	0	1707	2101	1707	2101	163380	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	59	45	2542	3128	2542	3128	232308	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20846	两把刀	1	60	46	0	-1	0	-1	9	20	1	0.1	1	0	2650	3262	2650	3262	241500	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	69	64	4352	5356	4352	5356	358740	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20847	两把刀	1	70	66	0	-1	0	-1	9	20	1	0.1	1	0	4579	5636	4579	5636	375036	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	79	95	7336	9030	7336	9030	521700	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20848	两把刀	1	80	99	0	-1	0	-1	9	20	1	0.1	1	0	7719	9501	7719	9501	543432	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	89	150	9757	12009	9757	12009	735744	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20849	两把刀	1	90	157	0	-1	0	-1	9	20	1	0.1	1	0	10059	12381	10059	12381	767796	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	99	240	12816	15772	12816	15772	945816	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20850	两把刀	1	100	252	0	-1	0	-1	9	20	1	0.1	1	0	13275	16339	13275	16339	985380	12000	0	0	37598	6714	1084	542	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60091	1	1	-1	100	50	11915	1200	2400	109	125	16192	19929	16192	19929	1302168	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20851	大嘴巴	1	10	8	0	-1	0	-1	9	20	1	0.1	1	0	99	158	99	158	4320	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	19	12	255	374	255	374	13236	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20852	大嘴巴	1	20	13	0	-1	0	-1	9	20	1	0.1	1	0	275	400	275	400	14568	281	0	0	434	62	85	78	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	29	18	587	787	587	787	33024	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20853	大嘴巴	1	30	18	0	-1	0	-1	9	20	1	0.1	1	0	626	835	626	835	36108	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	39	24	1250	1545	1250	1545	80748	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20854	大嘴巴	1	40	24	0	-1	0	-1	9	20	1	0.1	1	0	1328	1635	1328	1635	86424	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	49	32	1664	2048	1664	2048	154548	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20855	大嘴巴	1	50	33	0	-1	0	-1	9	20	1	0.1	1	0	1707	2101	1707	2101	163380	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	59	45	2542	3128	2542	3128	232308	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20856	大嘴巴	1	60	46	0	-1	0	-1	9	20	1	0.1	1	0	2650	3262	2650	3262	241500	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	69	64	4352	5356	4352	5356	358740	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20857	大嘴巴	1	70	66	0	-1	0	-1	9	20	1	0.1	1	0	4579	5636	4579	5636	375036	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	79	95	7336	9030	7336	9030	521700	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20858	大嘴巴	1	80	99	0	-1	0	-1	9	20	1	0.1	1	0	7719	9501	7719	9501	543432	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	89	150	9757	12009	9757	12009	735744	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20859	大嘴巴	1	90	157	0	-1	0	-1	9	20	1	0.1	1	0	10059	12381	10059	12381	767796	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	99	240	12816	15772	12816	15772	945816	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20860	大嘴巴	1	100	252	0	-1	0	-1	9	20	1	0.1	1	0	13275	16339	13275	16339	985380	12000	0	0	37598	6714	1084	542	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60086	1	1	-1	100	50	11905	1200	2400	109	125	16192	19929	16192	19929	1302168	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20861	尖嘴巴	1	10	8	0	-1	0	-1	9	20	1	0.1	1	0	99	158	99	158	4320	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60093	1	1	-1	100	50	11918	1200	2400	19	12	255	374	255	374	13236	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20862	尖嘴巴	1	20	13	0	-1	0	-1	9	20	1	0.1	1	0	275	400	275	400	14568	281	0	0	434	62	85	78	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60093	1	1	-1	100	50	11918	1200	2400	29	18	587	787	587	787	33024	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20863	尖嘴巴	1	30	18	0	-1	0	-1	9	20	1	0.1	1	0	626	835	626	835	36108	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60093	1	1	-1	100	50	11918	1200	2400	39	24	1250	1545	1250	1545	80748	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20864	尖嘴巴	1	40	24	0	-1	0	-1	9	20	1	0.1	1	0	1328	1635	1328	1635	86424	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60093	1	1	-1	100	50	11918	1200	2400	49	32	1664	2048	1664	2048	154548	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20865	尖嘴巴	1	50	33	0	-1	0	-1	9	20	1	0.1	1	0	1707	2101	1707	2101	163380	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60093	1	1	-1	100	50	11918	1200	2400	59	45	2542	3128	2542	3128	232308	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20866	尖嘴巴	1	60	46	0	-1	0	-1	9	20	1	0.1	1	0	2650	3262	2650	3262	241500	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60093	1	1	-1	100	50	11918	1200	2400	69	64	4352	5356	4352	5356	358740	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20867	尖嘴巴	1	70	66	0	-1	0	-1	9	20	1	0.1	1	0	4579	5636	4579	5636	375036	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60093	1	1	-1	100	50	11918	1200	2400	79	95	7336	9030	7336	9030	521700	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20868	尖嘴巴	1	80	99	0	-1	0	-1	9	20	1	0.1	1	0	7719	9501	7719	9501	543432	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60093	1	1	-1	100	50	11918	1200	2400	89	150	9757	12009	9757	12009	735744	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20869	尖嘴巴	1	90	157	0	-1	0	-1	9	20	1	0.1	1	0	10059	12381	10059	12381	767796	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60093	1	1	-1	100	50	11918	1200	2400	99	240	12816	15772	12816	15772	945816	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20870	尖嘴巴	1	100	252	0	-1	0	-1	9	20	1	0.1	1	0	13275	16339	13275	16339	985380	12000	0	0	37598	6714	1084	542	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60093	1	1	-1	100	50	11918	1200	2400	109	125	16192	19929	16192	19929	1302168	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20871	大长腿	1	10	8	0	-1	0	-1	9	20	1	0.1	1	0	99	158	99	158	4320	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60089	1	1	-1	100	50	11902	1200	2400	19	12	255	374	255	374	13236	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20872	大长腿	1	20	13	0	-1	0	-1	9	20	1	0.1	1	0	275	400	275	400	14568	281	0	0	434	62	85	78	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60089	1	1	-1	100	50	11902	1200	2400	29	18	587	787	587	787	33024	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20873	大长腿	1	30	18	0	-1	0	-1	9	20	1	0.1	1	0	626	835	626	835	36108	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60089	1	1	-1	100	50	11902	1200	2400	39	24	1250	1545	1250	1545	80748	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20874	大长腿	1	40	24	0	-1	0	-1	9	20	1	0.1	1	0	1328	1635	1328	1635	86424	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60089	1	1	-1	100	50	11902	1200	2400	49	32	1664	2048	1664	2048	154548	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20875	大长腿	1	50	33	0	-1	0	-1	9	20	1	0.1	1	0	1707	2101	1707	2101	163380	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60089	1	1	-1	100	50	11902	1200	2400	59	45	2542	3128	2542	3128	232308	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20876	大长腿	1	60	46	0	-1	0	-1	9	20	1	0.1	1	0	2650	3262	2650	3262	241500	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60089	1	1	-1	100	50	11902	1200	2400	69	64	4352	5356	4352	5356	358740	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20877	大长腿	1	70	66	0	-1	0	-1	9	20	1	0.1	1	0	4579	5636	4579	5636	375036	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60089	1	1	-1	100	50	11902	1200	2400	79	95	7336	9030	7336	9030	521700	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20878	大长腿	1	80	99	0	-1	0	-1	9	20	1	0.1	1	0	7719	9501	7719	9501	543432	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60089	1	1	-1	100	50	11902	1200	2400	89	150	9757	12009	9757	12009	735744	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20879	大长腿	1	90	157	0	-1	0	-1	9	20	1	0.1	1	0	10059	12381	10059	12381	767796	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60089	1	1	-1	100	50	11902	1200	2400	99	240	12816	15772	12816	15772	945816	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20880	大长腿	1	100	252	0	-1	0	-1	9	20	1	0.1	1	0	13275	16339	13275	16339	985380	12000	0	0	37598	6714	1084	542	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60089	1	1	-1	100	50	11902	1200	2400	109	125	16192	19929	16192	19929	1302168	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
20881	小短腿	1	10	8	0	-1	0	-1	9	20	1	0.1	1	0	99	158	99	158	4320	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	19	12	255	374	255	374	13236	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20882	小短腿	1	20	13	0	-1	0	-1	9	20	1	0.1	1	0	275	400	275	400	14568	281	0	0	434	62	85	78	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	29	18	587	787	587	787	33024	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20883	小短腿	1	30	18	0	-1	0	-1	9	20	1	0.1	1	0	626	835	626	835	36108	400	0	0	770	121	144	115	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	39	24	1250	1545	1250	1545	80748	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20884	小短腿	1	40	24	0	-1	0	-1	9	20	1	0.1	1	0	1328	1635	1328	1635	86424	850	0	0	1617	277	217	157	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	49	32	1664	2048	1664	2048	154548	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20885	小短腿	1	50	33	0	-1	0	-1	9	20	1	0.1	1	0	1707	2101	1707	2101	163380	1540	0	0	2633	444	306	204	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	59	45	2542	3128	2542	3128	232308	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20886	小短腿	1	60	46	0	-1	0	-1	9	20	1	0.1	1	0	2650	3262	2650	3262	241500	3000	0	0	6459	1076	410	256	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	69	64	4352	5356	4352	5356	358740	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20887	小短腿	1	70	66	0	-1	0	-1	9	20	1	0.1	1	0	4579	5636	4579	5636	375036	4500	0	0	9545	1678	548	313	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	79	95	7336	9030	7336	9030	521700	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20888	小短腿	1	80	99	0	-1	0	-1	9	20	1	0.1	1	0	7719	9501	7719	9501	543432	6500	0	0	19560	3393	707	375	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	89	150	9757	12009	9757	12009	735744	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20889	小短腿	1	90	157	0	-1	0	-1	9	20	1	0.1	1	0	10059	12381	10059	12381	767796	9500	0	0	28213	4836	957	478	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	99	240	12816	15772	12816	15772	945816	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20890	小短腿	1	100	252	0	-1	0	-1	9	20	1	0.1	1	0	13275	16339	13275	16339	985380	12000	0	0	37598	6714	1084	542	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60082	1	1	-1	100	50	11916	1200	2400	109	125	16192	19929	16192	19929	1302168	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
20891	黑漆漆	1	10	8	0	-1	0	-1	9	20	1	0.1	1	0	99	158	99	158	4320	183	0	0	161	23	46	46	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60085	1	1	-1	100	50	11908	1200	2400	19	12	255	374	255	374	13236	1	17	10	0	0	2	5	0	0	0	4000	-1	1	10231	0	0	0	0	0	0
